,Name,Ballotpedia Page,State,District,Campaign Twitter,Official Twitter,Personal Twitter,Party,Incumbent?,Percent of Votes
348,Danny K. Davis,https://ballotpedia.org/Danny_K._Davis,Illinois,7,https://www.twitter.com/DannyKDavis7th,https://www.twitter.com/RepDannyDavis,,Democratic Party,TRUE,0.804
349,Craig Cameron,https://ballotpedia.org/Craig_Cameron,Illinois,7,https://www.twitter.com/CraigCameron07,,,Republican Party,FALSE,0.133
350,Tracy Jennings,https://ballotpedia.org/Tracy_Jennings,Illinois,7,https://www.twitter.com/TracyJenningsIL,,,Independent,FALSE,0.062
351,Richard Mayers,https://ballotpedia.org/Richard_Mayers,Illinois,7,,,,Independent,FALSE,0
352,Deirdre McCloskey,https://ballotpedia.org/Deirdre_McCloskey,Illinois,7,https://www.twitter.com/deirdremcclosk,,,Independent,FALSE,0.0
353,Raja Krishnamoorthi,https://ballotpedia.org/Raja_Krishnamoorthi,Illinois,8,https://www.twitter.com/RajaForCongress,https://www.twitter.com/CongressmanRaja,,Democratic Party,TRUE,0.732
354,Preston Nelson,https://ballotpedia.org/Preston_Nelson,Illinois,8,https://www.twitter.com/Preston4Congres,,,Libertarian Party,FALSE,0.268
355,Jan Schakowsky,https://ballotpedia.org/Jan_Schakowsky,Illinois,9,https://www.twitter.com/janschakowsky,https://www.twitter.com/RepSchakowsky,,Democratic Party,TRUE,0.71
356,Sargis Sangari,https://ballotpedia.org/Sargis_Sangari,Illinois,9,https://www.twitter.com/VoteSangari,,,Republican Party,FALSE,0.29
357,Brad Schneider,https://ballotpedia.org/Brad_Schneider,Illinois,10,https://www.twitter.com/Schneider4IL10,https://www.twitter.com/repschneider,,Democratic Party,TRUE,0.639
358,Valerie Ramirez Mukherjee,https://ballotpedia.org/Valerie_Ramirez_Mukherjee,Illinois,10,https://www.twitter.com/ValforCongress,,,Republican Party,FALSE,0.361
359,Joseph Kopsick,https://ballotpedia.org/Joseph_Kopsick,Illinois,10,https://www.twitter.com/joekopsick,,,Independent,FALSE,0.0
360,David Rych,https://ballotpedia.org/David_Rych,Illinois,10,,,,Independent,FALSE,0.0
361,Bill Foster,https://ballotpedia.org/Bill_Foster_(Illinois),Illinois,11,https://www.twitter.com/Foster4Congress,https://www.twitter.com/RepBillFoster,,Democratic Party,TRUE,0.633
362,Rick Laib,https://ballotpedia.org/Rick_Laib,Illinois,11,https://www.twitter.com/RickLaibfor11,,,Republican Party,FALSE,0.36700000000000000
363,Jon Harlson,https://ballotpedia.org/Jon_Harlson,Illinois,11,,,,Independent,FALSE,0.0
364,Mike Bost,https://ballotpedia.org/Mike_Bost,Illinois,12,https://www.twitter.com/BostForCongress,https://www.twitter.com/RepBost,,Republican Party,TRUE,0.604
365,Ray Lenzi,https://ballotpedia.org/Ray_Lenzi,Illinois,12,https://www.twitter.com/Lenzi4Congress,,,Democratic Party,FALSE,0.396
366,Rodney Davis,https://ballotpedia.org/Rodney_Davis_(Illinois),Illinois,13,https://www.twitter.com/electrodney,https://www.twitter.com/RodneyDavis,,Republican Party,TRUE,0.545
367,Betsy Londrigan,https://ballotpedia.org/Betsy_Londrigan,Illinois,13,https://www.twitter.com/BetsyforIL,,,Democratic Party,FALSE,0.455
368,Lauren Underwood,https://ballotpedia.org/Lauren_Underwood,Illinois,14,https://www.twitter.com/LaurenUnderwood,https://www.twitter.com/RepUnderwood,,Democratic Party,TRUE,0.507
369,Jim Oberweis,https://ballotpedia.org/Jim_Oberweis,Illinois,14,https://www.twitter.com/JimOberweis,,,Republican Party,FALSE,0.493
370,Joseph Monack,https://ballotpedia.org/Joseph_Monack,Illinois,14,,,,Independent,FALSE,0.0
371,Erika Weaver,https://ballotpedia.org/Erika_Weaver,Illinois,15,https://www.twitter.com/Weaver4Illinois,,,Democratic Party,FALSE,0.266
372,Mary Miller,https://ballotpedia.org/Mary_Miller_(Illinois),Illinois,15,https://www.twitter.com/Miller_Congress,https://www.twitter.com/RepMaryMiller,,Republican Party,FALSE,0.7340000000000000
373,Adam Kinzinger,https://ballotpedia.org/Adam_Kinzinger,Illinois,16,https://www.twitter.com/AdamKinzinger,https://www.twitter.com/repkinzinger,,Republican Party,TRUE,0.647
374,Dani Brzozowski,https://ballotpedia.org/Dani_Brzozowski,Illinois,16,https://www.twitter.com/DaniForCongress,,,Democratic Party,FALSE,0.353
375,Roy Jones,https://ballotpedia.org/Roy_Jones,Illinois,16,,,,Independent,FALSE,0.0
376,Branden McCullough,https://ballotpedia.org/Branden_McCullough,Illinois,16,,,,Independent,FALSE,0.0
377,Cheri Bustos,https://ballotpedia.org/Cheri_Bustos,Illinois,17,https://www.twitter.com/cheribustos,https://www.twitter.com/RepCheri,,Democratic Party,TRUE,0.52
378,Esther Joy King,https://ballotpedia.org/Esther_Joy_King,Illinois,17,https://www.twitter.com/esther4congress,,https://www.twitter.com/estherjoyking,Republican Party,FALSE,0.48
379,General Parker,https://ballotpedia.org/General_Parker,Illinois,17,https://www.twitter.com/ElectParker2020,,https://www.twitter.com/gparker326,Independent,FALSE,0.0
380,Darin LaHood,https://ballotpedia.org/Darin_LaHood,Illinois,18,https://www.twitter.com/ElectLaHood,https://www.twitter.com/RepLaHood,,Republican Party,TRUE,0.7040000000000000
381,George Petrilli,https://ballotpedia.org/George_Petrilli,Illinois,18,https://www.twitter.com/GeorgePetrilli,,,Democratic Party,FALSE,0.29600000000000000
382,Frank Mrvan,https://ballotpedia.org/Frank_Mrvan_(Indiana_congressional_candidate),Indiana,1,https://www.twitter.com/mrvan4congress,https://www.twitter.com/RepMrvan,https://www.twitter.com/Fjmrvan,Democratic Party,FALSE,0.5660000000000000
383,Mark Leyva,https://ballotpedia.org/Mark_Leyva,Indiana,1,,,,Republican Party,FALSE,0.40400000000000000
384,Edward Michael Strauss,https://ballotpedia.org/Edward_Michael_Strauss,Indiana,1,,,,Libertarian Party,FALSE,0.029000000000000000
385,Jackie Walorski,https://ballotpedia.org/Jackie_Walorski,Indiana,2,https://www.twitter.com/jackiewalorski,https://www.twitter.com/RepWalorski,,Republican Party,TRUE,0.615
386,Pat Hackett,https://ballotpedia.org/Pat_Hackett,Indiana,2,https://www.twitter.com/HackettCongress,,,Democratic Party,FALSE,0.385
387,Jim Banks,https://ballotpedia.org/Jim_Banks_(Indiana),Indiana,3,https://www.twitter.com/TeamJimBanks,https://www.twitter.com/RepJimBanks,https://www.twitter.com/Jim_Banks,Republican Party,TRUE,0.6780000000000000
388,Chip Coldiron,https://ballotpedia.org/Chip_Coldiron,Indiana,3,https://www.twitter.com/Chip4Congress,,,Democratic Party,FALSE,0.322
389,Jim Baird,https://ballotpedia.org/James_Baird,Indiana,4,https://www.twitter.com/ElectJimBaird,https://www.twitter.com/RepJimBaird,,Republican Party,TRUE,0.6660000000000000
390,Joe Mackey,https://ballotpedia.org/Joe_Mackey,Indiana,4,https://www.twitter.com/joe4hoosiers,,,Democratic Party,FALSE,0.33400000000000000
391,Christina Hale,https://ballotpedia.org/Christina_Hale,Indiana,5,https://www.twitter.com/HaleIndy,,,Democratic Party,FALSE,0.45900000000000000
392,Victoria Spartz,https://ballotpedia.org/Victoria_Spartz,Indiana,5,https://www.twitter.com/Victoria_Spartz,https://www.twitter.com/RepSpartz,,Republican Party,FALSE,0.5
393,Ken Tucker,https://ballotpedia.org/Ken_Tucker_(Indiana),Indiana,5,https://www.twitter.com/aguyfromindiana,,,Libertarian Party,FALSE,0.04
394,Greg Pence,https://ballotpedia.org/Greg_Pence,Indiana,6,https://www.twitter.com/GregPenceIN,https://www.twitter.com/RepGregPence,,Republican Party,TRUE,0.687
395,Jeannine Lee Lake,https://ballotpedia.org/Jeannine_Lee_Lake,Indiana,6,https://www.twitter.com/JeannineLeeLake,,,Democratic Party,FALSE,0.278
396,Tom Ferkinhoff,https://ballotpedia.org/Tom_Ferkinhoff,Indiana,6,https://www.twitter.com/FerkieCPA,,,Libertarian Party,FALSE,0.036000000000000000
397,André Carson,https://ballotpedia.org/André_Carson,Indiana,7,https://www.twitter.com/Andre4Congress,https://www.twitter.com/RepAndreCarson,,Democratic Party,TRUE,0.624
398,Susan Marie Smith,https://ballotpedia.org/Susan_Marie_Smith,Indiana,7,https://www.twitter.com/susanfor7th,,,Republican Party,FALSE,0.376
399,Larry Bucshon,https://ballotpedia.org/Larry_Bucshon,Indiana,8,https://www.twitter.com/DrLarryBucshon,https://www.twitter.com/RepLarryBucshon,,Republican Party,TRUE,0.669
400,Thomasina Marsili,https://ballotpedia.org/Thomasina_Marsili,Indiana,8,https://www.twitter.com/Hope_IN8,,,Democratic Party,FALSE,0.298
401,James Rodenberger,https://ballotpedia.org/James_Rodenberger,Indiana,8,https://www.twitter.com/jdrodenberger,,,Libertarian Party,FALSE,0.032
402,Trey Hollingsworth,https://ballotpedia.org/Trey_Hollingsworth,Indiana,9,https://www.twitter.com/VoteForTrey,https://www.twitter.com/RepTrey,,Republican Party,TRUE,0.609
403,Andy Ruff,https://ballotpedia.org/Andy_Ruff,Indiana,9,https://www.twitter.com/AndyRuffIN9,,,Democratic Party,FALSE,0.348
404,Tonya Millis,https://ballotpedia.org/Tonya_Millis,Indiana,9,,,,Libertarian Party,FALSE,0.043
405,Abby Finkenauer,https://ballotpedia.org/Abby_Finkenauer,Iowa,1,https://www.twitter.com/Abby4Iowa,https://www.twitter.com/repfinkenauer,,Democratic Party,TRUE,0.486
406,Ashley Hinson,https://ballotpedia.org/Ashley_Hinson,Iowa,1,https://www.twitter.com/hinsonashley,https://www.twitter.com/RepAshleyHinson,,Republican Party,FALSE,0.512
407,Rita Hart,https://ballotpedia.org/Rita_Hart,Iowa,2,https://www.twitter.com/RitaHartIA,,,Democratic Party,FALSE,0.499
408,Mariannette Miller-Meeks,https://ballotpedia.org/Mariannette_Miller-Meeks,Iowa,2,https://www.twitter.com/millermeeks,https://www.twitter.com/RepMMM,,Republican Party,FALSE,0.499
409,Cindy Axne,https://ballotpedia.org/Cindy_Axne,Iowa,3,https://www.twitter.com/Axne4Congress,https://www.twitter.com/RepCindyAxne,,Democratic Party,TRUE,0.489
410,David Young,https://ballotpedia.org/David_Young_(Iowa),Iowa,3,https://www.twitter.com/YoungForIowa,,,Republican Party,FALSE,0.475
411,Bryan Holder,https://ballotpedia.org/Bryan_Holder,Iowa,3,,,,Libertarian Party,FALSE,0.034
412,J.D. Scholten,https://ballotpedia.org/J.D._Scholten,Iowa,4,https://www.twitter.com/JDScholten,,,Democratic Party,FALSE,0.37800000000000000
413,Randy Feenstra,https://ballotpedia.org/Randy_Feenstra,Iowa,4,https://www.twitter.com/RandyFeenstra,https://www.twitter.com/RepFeenstra,,Republican Party,FALSE,0.62
414,Kali Barnett,https://ballotpedia.org/Kali_Barnett,Kansas,1,https://www.twitter.com/KaliforKansas,,,Democratic Party,FALSE,0.28800000000000000
415,Tracey Mann,https://ballotpedia.org/Tracey_Mann,Kansas,1,https://www.twitter.com/TraceyMannKS,https://www.twitter.com/RepMann,,Republican Party,FALSE,0.7120000000000000
416,Michael Soetaert,https://ballotpedia.org/Michael_Soetaert,Kansas,1,https://www.twitter.com/SoetaertMichael,,,Republican Party,FALSE,0.0
417,Michelle De La Isla,https://ballotpedia.org/Michelle_De_La_Isla,Kansas,2,https://www.twitter.com/Michelle4Kansas,,https://www.twitter.com/Dasharyl,Democratic Party,FALSE,0.406
418,Jacob LaTurner,https://ballotpedia.org/Jacob_LaTurner,Kansas,2,https://www.twitter.com/JakeLaTurner,https://www.twitter.com/RepLaTurner,,Republican Party,FALSE,0.551
419,Robert Garrard,https://ballotpedia.org/Robert_Garrard,Kansas,2,,,,Libertarian Party,FALSE,0.042
420,Sharice Davids,https://ballotpedia.org/Sharice_Davids,Kansas,3,https://www.twitter.com/ShariceDavids,https://www.twitter.com/RepDavids,,Democratic Party,TRUE,0.536
421,Amanda Adkins,https://ballotpedia.org/Amanda_Adkins,Kansas,3,https://www.twitter.com/adkins_2020,,https://www.twitter.com/amanda_adkins,Republican Party,FALSE,0.436
422,Steve Hohe,https://ballotpedia.org/Steve_Hohe,Kansas,3,https://www.twitter.com/stevehoheks,,,Libertarian Party,FALSE,0.028000000000000000
423,Ron Estes,https://ballotpedia.org/Ron_Estes_(U.S._House_representative),Kansas,4,https://www.twitter.com/RonEstesKS,https://www.twitter.com/RepRonEstes,,Republican Party,TRUE,0.637
424,Laura Lombard,https://ballotpedia.org/Laura_Lombard,Kansas,4,https://www.twitter.com/LauraforKansas,,,Democratic Party,FALSE,0.363
425,James Comer Jr.,https://ballotpedia.org/James_Comer_Jr.,Kentucky,1,,https://www.twitter.com/RepJamesComer,https://www.twitter.com/JamesComer,Republican Party,TRUE,0.75
426,James Rhodes,https://ballotpedia.org/James_Rhodes_(Kentucky),Kentucky,1,https://www.twitter.com/Rhodes4Congress,,,Democratic Party,FALSE,0.25
427,Brett Guthrie,https://ballotpedia.org/Brett_Guthrie,Kentucky,2,https://www.twitter.com/brettguthrie,https://www.twitter.com/RepGuthrie,,Republican Party,TRUE,0.71
428,Hank Linderman,https://ballotpedia.org/Hank_Linderman,Kentucky,2,https://www.twitter.com/hank4ky,,,Democratic Party,FALSE,0.263
429,Robert Lee Perry,https://ballotpedia.org/Robert_Lee_Perry_(Kentucky),Kentucky,2,https://www.twitter.com/Perry4Ky,,,Libertarian Party,FALSE,0.021
430,Lewis Carter,https://ballotpedia.org/Lewis_Carter,Kentucky,2,,,,Populist Party,FALSE,0.007000000000000000
431,Poet Tribble,https://ballotpedia.org/Poet_Tribble,Kentucky,2,,,,Unaffiliated,FALSE,0.0
432,John A. Yarmuth,https://ballotpedia.org/John_Yarmuth,Kentucky,3,,https://www.twitter.com/RepJohnYarmuth,,Democratic Party,TRUE,0.627
433,Rhonda Palazzo,https://ballotpedia.org/Rhonda_Palazzo,Kentucky,3,,,,Republican Party,FALSE,0.373
434,Thomas Massie,https://ballotpedia.org/Thomas_Massie,Kentucky,4,https://www.twitter.com/massieforky,https://www.twitter.com/RepThomasMassie,,Republican Party,TRUE,0.6710000000000000
435,Alexandra Owensby,https://ballotpedia.org/Alexandra_Owensby,Kentucky,4,https://www.twitter.com/AMOwensby,,,Democratic Party,FALSE,0.32900000000000000
436,Hal Rogers,https://ballotpedia.org/Hal_Rogers,Kentucky,5,https://www.twitter.com/HalRogersKY5,https://www.twitter.com/RepHalRogers,,Republican Party,TRUE,0.8420000000000000
437,Matthew Ryan Best,https://ballotpedia.org/Matthew_Ryan_Best,Kentucky,5,https://www.twitter.com/BestforKY,,,Democratic Party,FALSE,0.158
438,Andy Barr,https://ballotpedia.org/Andy_Barr,Kentucky,6,https://www.twitter.com/barrforcongress,https://www.twitter.com/RepAndyBarr,,Republican Party,TRUE,0.573
439,Josh Hicks,https://ballotpedia.org/Josh_Hicks_(Kentucky),Kentucky,6,https://www.twitter.com/joshhicksky,,,Democratic Party,FALSE,0.41
440,Frank Harris,https://ballotpedia.org/Frank_Harris,Kentucky,6,,,,Libertarian Party,FALSE,0.017
441,Lance Harris,https://ballotpedia.org/Lance_Harris,Louisiana,5,https://www.twitter.com/RepLanceHarris,,,Republican Party,FALSE,0.38
442,Luke Letlow,https://ballotpedia.org/Luke_Letlow,Louisiana,5,https://www.twitter.com/LukeLetlow,,,Republican Party,FALSE,0.62
443,Chellie Pingree,https://ballotpedia.org/Chellie_Pingree,Maine,1,,https://www.twitter.com/chelliepingree,,Democratic Party,TRUE,0.588
444,Jay Allen,https://ballotpedia.org/Jay_Allen,Maine,1,https://www.twitter.com/AllenCongress,,,Republican Party,FALSE,0.378
445,Nancy Farrand,https://ballotpedia.org/Nancy_Farrand,Maine,1,,,,Democratic Party,FALSE,0
446,Ian Arthur Leavitt,https://ballotpedia.org/Ian_Arthur_Leavitt,Maine,1,,,,Independent,FALSE,0
447,Jared Golden,https://ballotpedia.org/Jared_Golden,Maine,2,https://www.twitter.com/golden4congress,https://www.twitter.com/RepGolden,,Democratic Party,TRUE,0.506
448,Dale Crafts,https://ballotpedia.org/Dale_Crafts,Maine,2,https://www.twitter.com/DaleCraftsME,,,Republican Party,FALSE,0.47
449,Daniel Fowler,https://ballotpedia.org/Daniel_Fowler,Maine,2,,,,Democratic Party,FALSE,0
450,Timothy Hernandez,https://ballotpedia.org/Timothy_Hernandez,Maine,2,,,,Democratic Party,FALSE,0
451,Andrew Harris,https://ballotpedia.org/Andrew_Harris,Maryland,1,https://www.twitter.com/Harris4Congress,https://www.twitter.com/RepAndyHarrisMD,,Republican Party,TRUE,0.634
452,Mia Mason,https://ballotpedia.org/Mia_Mason,Maryland,1,https://www.twitter.com/Mia4MD,,,Democratic Party,FALSE,0.634
453,Dutch Ruppersberger,https://ballotpedia.org/Dutch_Ruppersberger,Maryland,2,https://www.twitter.com/GoDutchForMD,https://www.twitter.com/Call_Me_Dutch,,Democratic Party,TRUE,0.677
454,Johnny Ray Salling,https://ballotpedia.org/Johnny_Ray_Salling,Maryland,2,https://www.twitter.com/J_R_Salling,https://www.twitter.com/SenJohnnyRay,,Republican Party,FALSE,0.32
455,John Sarbanes,https://ballotpedia.org/John_Sarbanes,Maryland,3,https://www.twitter.com/JohnSarbanes,https://www.twitter.com/RepSarbanes,,Democratic Party,TRUE,0.698
456,Charles Anthony,https://ballotpedia.org/Charles_Anthony,Maryland,3,https://www.twitter.com/Charles4MD,,,Republican Party,FALSE,0.3
457,Anthony G. Brown,https://ballotpedia.org/Anthony_Brown_(Maryland),Maryland,4,https://www.twitter.com/AnthonyBrownMD4,https://www.twitter.com/RepAnthonyBrown,,Democratic Party,TRUE,0.7960000000000000
458,George McDermott,https://ballotpedia.org/George_McDermott,Maryland,4,,,,Republican Party,FALSE,0.20200000000000000
459,Steny Hoyer,https://ballotpedia.org/Steny_Hoyer,Maryland,5,https://www.twitter.com/StenyHoyer,https://www.twitter.com/LeaderHoyer,,Democratic Party,TRUE,0.688
460,Chris Palombi,https://ballotpedia.org/Chris_Palombi,Maryland,5,https://www.twitter.com/ChrisPalombi,,,Republican Party,FALSE,0.31
461,David Trone,https://ballotpedia.org/David_Trone,Maryland,6,https://www.twitter.com/davidjtrone,https://www.twitter.com/repdavidtrone,,Democratic Party,TRUE,0.588
462,Neil Parrott,https://ballotpedia.org/Neil_Parrott,Maryland,6,https://www.twitter.com/neilparrott,,,Republican Party,FALSE,0.392
463,George Gluck,https://ballotpedia.org/George_Gluck,Maryland,6,https://www.twitter.com/Gluck4Congress,,,Green Party,FALSE,0.019
464,Jason Herrick,https://ballotpedia.org/Jason_Herrick,Maryland,6,https://www.twitter.com/HerrickMD6,,,Independent,FALSE,0.0
465,Kweisi Mfume,https://ballotpedia.org/Kweisi_Mfume,Maryland,7,https://www.twitter.com/Mfume4Congress,https://www.twitter.com/RepKweisiMfume,,Democratic Party,TRUE,0.716
466,Kim Klacik,https://ballotpedia.org/Kim_Klacik,Maryland,7,https://www.twitter.com/kimKBaltimore,,,Republican Party,FALSE,0.28
467,Charles Smith,https://ballotpedia.org/Charles_Smith_(Maryland),Maryland,7,,,,Democratic Party,FALSE,0.0
468,Ray Bly,https://ballotpedia.org/Ray_Bly,Maryland,7,,,,Republican Party,FALSE,0.0
469,Jamie Raskin,https://ballotpedia.org/Jamie_Raskin,Maryland,8,https://www.twitter.com/jamie_raskin,https://www.twitter.com/repraskin,,Democratic Party,TRUE,0.682
470,Gregory Coll,https://ballotpedia.org/Gregory_Coll,Maryland,8,https://www.twitter.com/CollforCongress,,,Republican Party,FALSE,0.316
471,Lih Young,https://ballotpedia.org/Lih_Young,Maryland,8,https://www.twitter.com/DR_LIH_YOUNG,,,Democratic Party,FALSE,0.0
472,Richard Neal,https://ballotpedia.org/Richard_Neal,Massachusetts,1,https://www.twitter.com/NealForCongress,https://www.twitter.com/RepRichardNeal,,Democratic Party,TRUE,0.965
473,Alex Morse,https://ballotpedia.org/Alex_Morse,Massachusetts,1,https://www.twitter.com/alexbmorse,,,Democratic Party,FALSE,0.004
474,Frederick Mayock,https://ballotpedia.org/Frederick_Mayock,Massachusetts,1,https://www.twitter.com/fritzmayock,,,Independent,FALSE,0.0
475,Jim McGovern,https://ballotpedia.org/Jim_McGovern_(Massachusetts),Massachusetts,2,https://www.twitter.com/McGovernMA,https://www.twitter.com/RepMcGovern,,Democratic Party,TRUE,0.653
476,Tracy Lovvorn,https://ballotpedia.org/Tracy_Lovvorn,Massachusetts,2,https://www.twitter.com/Tracy4Congress,,,Republican Party,FALSE,0.34600000000000000
477,Lori Trahan,https://ballotpedia.org/Lori_Trahan,Massachusetts,3,https://www.twitter.com/LoriUSCongress,https://www.twitter.com/RepLoriTrahan,https://www.twitter.com/latrahan,Democratic Party,TRUE,0.977
478,Jake Auchincloss,https://ballotpedia.org/Jake_Auchincloss,Massachusetts,4,https://www.twitter.com/JakeAuch,https://www.twitter.com/RepAuchincloss,,Democratic Party,FALSE,0.608
479,Julie Hall,https://ballotpedia.org/Julie_Hall_(Massachusetts),Massachusetts,4,https://www.twitter.com/Hall4CongressMA,,,Republican Party,FALSE,0.389
480,Katherine Clark,https://ballotpedia.org/Katherine_Clark,Massachusetts,5,https://www.twitter.com/KatherineClark,https://www.twitter.com/RepKClark,,Democratic Party,TRUE,0.743
481,Caroline Colarusso,https://ballotpedia.org/Caroline_Colarusso,Massachusetts,5,https://www.twitter.com/CarolineforCon1,,,Republican Party,FALSE,0.256
482,Seth Moulton,https://ballotpedia.org/Seth_Moulton,Massachusetts,6,https://www.twitter.com/sethmoulton,https://www.twitter.com/TeamMoulton,,Democratic Party,TRUE,0.654
483,John Paul Moran,https://ballotpedia.org/John_Paul_Moran,Massachusetts,6,https://www.twitter.com/JohnPaul4Mass,,,Republican Party,FALSE,0.344
484,Matthew Mixon,https://ballotpedia.org/Matthew_Mixon,Massachusetts,6,https://www.twitter.com/Mixon4Congress,,,Independent,FALSE,0.0
485,Ayanna Pressley,https://ballotpedia.org/Ayanna_Pressley,Massachusetts,7,https://www.twitter.com/AyannaPressley,https://www.twitter.com/RepPressley,,Democratic Party,TRUE,0.866
486,Roy Owens,https://ballotpedia.org/Roy_Owens_(Massachusetts),Massachusetts,7,,,,Nonpartisan,FALSE,0.125
487,Rayla Campbell,https://ballotpedia.org/Rayla_Campbell,Massachusetts,7,https://www.twitter.com/Rayla4Congress,,,Republican Party,FALSE,0.002
488,Rachel Miselman,https://ballotpedia.org/Rachel_Miselman,Massachusetts,7,,,,Republican Party,FALSE,0.0
489,Janine Balistreri,https://ballotpedia.org/Janine_Balistreri,Massachusetts,7,https://www.twitter.com/rainbowredpink1,,,Unenrolled,FALSE,0.0
490,Claudette Joseph,https://ballotpedia.org/Claudette_Joseph,Massachusetts,7,,,,Independent,FALSE,0.0
491,Stephen Lynch,https://ballotpedia.org/Stephen_Lynch,Massachusetts,8,https://www.twitter.com/RepLynch,https://www.twitter.com/RepStephenLynch,,Democratic Party,TRUE,0.807
492,Jonathan D. Lott,https://ballotpedia.org/Jonathan_D._Lott,Massachusetts,8,https://www.twitter.com/MrJonLott,,,Healthcare Environment Stability,FALSE,0.187
493,Bill Keating,https://ballotpedia.org/Bill_Keating,Massachusetts,9,https://www.twitter.com/WilliamKeating,https://www.twitter.com/USRepKeating,,Democratic Party,TRUE,0.613
494,Helen Brady,https://ballotpedia.org/Helen_Brady,Massachusetts,9,https://www.twitter.com/HelenBradyMA9,,,Republican Party,FALSE,0.363
495,Michael Manley,https://ballotpedia.org/Michael_Manley,Massachusetts,9,,,,Coach Team America,FALSE,0.023
496,Jack Bergman,https://ballotpedia.org/Jack_Bergman,Michigan,1,https://www.twitter.com/JackBergman_MI1,https://www.twitter.com/RepJackBergman,,Republican Party,TRUE,0.616
497,Dana Alan Ferguson,https://ballotpedia.org/Dana_Alan_Ferguson,Michigan,1,https://www.twitter.com/FergusonforMI1,,,Democratic Party,FALSE,0.368
498,Ben Boren,https://ballotpedia.org/Ben_Boren,Michigan,1,,,,Libertarian Party,FALSE,0.015
499,Bill Huizenga,https://ballotpedia.org/Bill_Huizenga,Michigan,2,https://www.twitter.com/billhuizenga,https://www.twitter.com/RepHuizenga,,Republican Party,TRUE,0.5920000000000000
500,Bryan Berghoef,https://ballotpedia.org/Bryan_Berghoef,Michigan,2,https://www.twitter.com/pubtheologian,,,Democratic Party,FALSE,0.382
501,Jean-Michel Creviere,https://ballotpedia.org/Jean-Michel_Creviere,Michigan,2,https://www.twitter.com/2020Creviere,,,Green Party,FALSE,0.007000000000000000
502,Max Riekse,https://ballotpedia.org/Max_Riekse,Michigan,2,,,,Libertarian Party,FALSE,0.013000000000000000
503,Gerald T. Van Sickle,https://ballotpedia.org/Gerald_T._Van_Sickle,Michigan,2,,,,U.S. Taxpayers Party of Michigan,FALSE,0.006
504,Hillary Scholten,https://ballotpedia.org/Hillary_Scholten,Michigan,3,https://www.twitter.com/HillaryScholten,,,Democratic Party,FALSE,0.47
505,Peter Meijer,https://ballotpedia.org/Peter_Meijer,Michigan,3,https://www.twitter.com/VoteMeijer,https://www.twitter.com/RepMeijer,https://www.twitter.com/pjfm,Republican Party,FALSE,0.53
506,Richard Fuentes,https://ballotpedia.org/Richard_Fuentes,Michigan,3,,,,Independent,FALSE,0.0
507,Shannon Hogan,https://ballotpedia.org/Shannon_Hogan,Michigan,3,,,,Independent,FALSE,0.0
508,John Moolenaar,https://ballotpedia.org/John_Moolenaar,Michigan,4,https://www.twitter.com/JohnMoolenaar,https://www.twitter.com/RepMoolenaar,,Republican Party,TRUE,0.65
509,Jerry Hilliard,https://ballotpedia.org/Jerry_Hilliard,Michigan,4,https://www.twitter.com/HilliardForCong,,,Democratic Party,FALSE,0.324
510,Amy Slepr,https://ballotpedia.org/Amy_Slepr,Michigan,4,https://www.twitter.com/AmySlepr,,,Green Party,FALSE,0.012
511,David Canny,https://ballotpedia.org/David_Canny,Michigan,4,https://www.twitter.com/DavidCanny4con,,,Libertarian Party,FALSE,0.014000000000000000
512,Dan Kildee,https://ballotpedia.org/Dan_Kildee,Michigan,5,https://www.twitter.com/dankildee,https://www.twitter.com/RepDanKildee,,Democratic Party,TRUE,0.545
513,Tim Kelly,https://ballotpedia.org/Tim_Kelly_(Michigan_state_representative),Michigan,5,https://www.twitter.com/timothykelly,,,Republican Party,FALSE,0.418
514,James Harris,https://ballotpedia.org/James_Harris_(Michigan),Michigan,5,,,,Libertarian Party,FALSE,0.015
515,Kathy Goodwin,https://ballotpedia.org/Kathy_Goodwin,Michigan,5,,,,Working Class Party,FALSE,0.023
516,Fred Upton,https://ballotpedia.org/Fred_Upton,Michigan,6,https://www.twitter.com/UptonForAllOfUs,https://www.twitter.com/RepFredUpton,,Republican Party,TRUE,0.5580000000000000
517,Jon Hoadley,https://ballotpedia.org/Jon_Hoadley,Michigan,6,https://www.twitter.com/jonhoadley,,,Democratic Party,FALSE,0.401
518,John Lawrence,https://ballotpedia.org/John_Lawrence_(Michigan),Michigan,6,,,,Green Party,FALSE,0.012
519,Jeff DePoy,https://ballotpedia.org/Jeff_DePoy,Michigan,6,https://www.twitter.com/Jeff_for_6th,,,Libertarian Party,FALSE,0.027000000000000000
520,Jerry Solis,https://ballotpedia.org/Jerry_Solis,Michigan,6,,,,Independent,FALSE,0.001
521,Tim Walberg,https://ballotpedia.org/Tim_Walberg,Michigan,7,https://www.twitter.com/TimWalberg,https://www.twitter.com/RepWalberg,,Republican Party,TRUE,0.588
522,Gretchen Driskell,https://ballotpedia.org/Gretchen_Driskell,Michigan,7,https://www.twitter.com/gdriskell,,,Democratic Party,FALSE,0.41200000000000000
523,Elissa Slotkin,https://ballotpedia.org/Elissa_Slotkin,Michigan,8,https://www.twitter.com/ElissaSlotkin,https://www.twitter.com/RepSlotkin,,Democratic Party,TRUE,0.509
